ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"103.113.12.90","elite","AS137554","BD","Dewan Riazul Islam","274","N/A","4673","socks4","1995","1","2023-10-10T02:38:31.745Z","97","4101","4217"
"66.42.60.190","elite","AS20473","SG","Choopa","197","N/A","21358","socks5","3011","1","2023-10-10T02:38:30.334Z","88","3741","4260"
"85.113.7.98","elite","AS12997","KG","OJSC Kyrgyztelecom","486","N/A","5678","socks4","681","1","2023-10-10T02:38:30.335Z","91","3891","4272"
"45.77.210.72","elite","AS20473","US","The Constant Company","148","Vultr Holdings, LLC","11874","socks5","3205","1","2023-10-10T02:38:30.251Z","57","2396","4233"
"192.95.30.98","elite","AS16276","CA","OVH SAS","92","OVH Hosting, Inc.","63523","socks5","2488","1","2023-10-10T02:38:29.539Z","99","4280","4307"
"178.184.12.244","elite","AS12389","RU","OJSC \"Sibirtelecom\"","182","OJSC Sibirtelecom","8081","socks4","4393","1","2023-10-10T02:38:29.350Z","75","3199","4244"
"27.191.60.153","elite","AS4134","CN","Chinanet","193","Chinanet HE","3256","socks4","2901","1","2023-10-10T02:38:29.151Z","78","3383","4318"
"36.92.93.141","elite","AS7713","ID","Telekomunikasi Indonesia","282","Temporary","5678","socks4","4501","1","2023-10-10T02:38:28.048Z","99","4214","4256"
"95.182.121.73","elite","AS202984","RU","Chernyshov Aleksandr Aleksandrovich","50","Ildar Gilmutdinov PE","62134","socks5","4805","1","2023-10-10T02:38:27.440Z","22","929","4204"
"202.40.186.157","elite","AS23991","BD","Ranks ITT","187","Ranks ITT Ltd.","4145","socks4","4999","1","2023-10-10T02:38:27.442Z","99","4260","4318"
"176.126.136.74","elite","AS56600","UA","Cyberlan Ltd.","52","Cyberlan Ltd","5678","socks4","5082","1","2023-10-10T02:38:27.840Z","95","4042","4242"
"206.72.206.45","elite","AS19318","US","Interserver, Inc","78","Interserver, Inc","1080","socks5","4904","1","2023-10-10T02:38:25.036Z","97","4075","4192"
"51.254.49.255","elite","AS16276","FR","OVH SAS","6","OVH","52407","socks4","4905","1","2023-10-10T02:38:25.035Z","100","4278","4278"
"209.97.175.231","elite","AS14061","SG","DigitalOcean, LLC","162","DigitalOcean, LLC","45337","socks5","3801","1","2023-10-10T02:38:25.037Z","95","4053","4281"
"104.168.87.16","elite","AS36352","US","ColoCrossing","189","RackNerd LLC","1080","socks4","4708","1","2023-10-10T02:38:24.737Z","91","3900","4289"
"202.152.51.44","elite","AS4800","ID","PT Aplikanusa Lintasarta","286","LA EI","8080","socks4","4712","1","2023-10-10T02:38:24.739Z","94","3920","4151"
"183.89.63.31","elite","AS45629","TH","Triple T Broadband Public Company Limited","219","Triple T Broadband Public Company Limited","8080","socks4","4898","1","2023-10-10T02:38:24.738Z","94","4009","4274"
"143.198.167.240","elite","AS14061","US","DigitalOcean, LLC","96","DigitalOcean, LLC","80","socks4","5195","1","2023-10-10T02:38:23.837Z","100","4319","4336"
"110.34.166.180","elite","AS45652","SG","VPLS, Inc.","319","Vpls Sin1","4153","socks4","5100","1","2023-10-10T02:38:22.350Z","99","4243","4281"
"41.60.233.182","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","211","Liquid Telecommunications Operations Limited","5678","socks4","5010","1","2023-10-10T02:38:22.441Z","88","3771","4306"
"31.146.161.194","elite","AS35805","GE","JSC \"Silknet\"","98","Silknet Gpon","5678","socks4","5202","1","2023-10-10T02:38:22.433Z","96","4059","4249"
"138.36.151.11","elite","AS263729","AR","Pedraza Luis Eduardo","293","Pedraza Luis Eduardo","8090","socks5","3881","1","2023-10-10T02:38:22.442Z","100","4258","4276"
"103.86.1.2","elite","AS136371","IN","Airwir Technologies Private Limited","144","Airwir Technologies Private Limited","4145","socks4","4695","1","2023-10-10T02:38:22.349Z","100","4287","4289"
"178.79.144.186","elite","AS63949","GB","Linode","9","Linode, LLC","8080","socks5","5008","1","2023-10-10T02:38:22.439Z","100","4231","4231"
"172.67.35.15","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5203","82","2023-10-10T02:38:22.440Z","100","4181","4181"
"104.248.20.36","elite","AS14061","DE","DigitalOcean, LLC","23","DigitalOcean, LLC","9050","socks4","2192","1","2023-10-10T02:38:22.434Z","100","4267","4267"
"203.124.53.122","elite","AS7590","PK","COMSATS","197","CIS HQ","5678","socks4","5105","1","2023-10-10T02:38:22.438Z","81","3469","4278"
"217.198.181.50","elite","AS48031","UA","Ivanov Vitaliy Sergeevich","55","Proline IT Ltd","49582","socks4","4912","1","2023-10-10T02:38:22.734Z","100","4239","4248"
"185.247.226.94","elite","AS200651","GB","Flokinet Ltd","49","Flokinet Ltd","16049","socks5","587","1","2023-10-10T02:38:20.147Z","89","3785","4271"
"105.234.156.109","elite","AS37440","MW","Airtel Malawi","291","N/A","4145","socks4","5100","1","2023-10-10T02:38:20.146Z","81","3498","4315"
"43.153.16.230","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","191","Tencent Cloud Computing","443","socks4","4297","1","2023-10-10T02:38:19.241Z","78","3306","4235"
"45.56.112.189","elite","AS63949","US","Akamai Technologies, Inc.","102","Linode","7497","socks5","4708","1","2023-10-10T02:38:19.239Z","100","4253","4255"
"104.35.140.42","elite","AS20001","US","Charter Communications","187","Spectrum","80","socks4","3094","1","2023-10-10T02:38:17.148Z","100","4186","4187"
"68.183.111.115","elite","AS14061","US","DigitalOcean, LLC","86","DigitalOcean, LLC","14061","socks4","4600","1","2023-10-10T02:38:17.143Z","88","3643","4121"
"103.212.93.201","elite","AS138312","IN","Best Telnet Services Private Limited","183","Best telnet services private limited","45639","socks4","4503","1","2023-10-10T02:38:17.537Z","99","4279","4305"
"61.4.234.239","elite","AS18313","KR","LG HelloVision Corp.","283","HVBuk-incheon","8080","socks5","4598","1","2023-10-10T02:38:17.151Z","90","3909","4346"
"46.126.70.47","elite","AS6830","CH","UPC Schweiz GmbH","33","UPC Schweiz GmbH","9050","socks5","4994","1","2023-10-10T02:38:17.150Z","100","4255","4269"
"212.129.42.252","elite","AS12876","FR","Online S.A.S.","1","ONLINE","60111","socks5","4717","1","2023-10-10T02:38:13.833Z","100","4306","4306"
"103.53.110.45","elite","AS133970","IN","Tycoon Computers Pvt. Ltd.","197","Tycoon Computers Pvt. Ltd.","10801","socks4","4391","1","2023-10-10T02:38:13.541Z","98","4214","4283"
"38.127.179.230","elite","AS174","US","Cogent Communications","85","Torlandia Trading SRL","46656","socks4","4896","1","2023-10-10T02:38:13.750Z","100","4268","4272"
"143.255.178.129","elite","AS264641","CL","LanProject SPA","284","LanProject SPA","4153","socks4","4989","1","2023-10-10T02:38:13.542Z","100","4283","4297"
"103.59.203.177","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","129","NET 4 U Services PVT LTD","4145","socks4","4496","1","2023-10-10T02:38:11.046Z","99","4164","4201"
"82.137.224.193","elite","AS29256","SY","ISP-TARASSUL","92","N/A","8291","socks4","1603","1","2023-10-10T02:38:11.233Z","99","4302","4341"
"31.128.248.1","elite","AS208139","UA","ISP Avator","82","\"Merlin-Telekom\" LLC","1080","socks5","4600","1","2023-10-10T02:38:11.137Z","99","4217","4262"
"157.230.8.196","elite","AS14061","US","DigitalOcean, LLC","110","DigitalOcean, LLC","7497","socks5","5205","1","2023-10-10T02:38:11.133Z","97","4146","4271"
"118.96.94.40","elite","AS7713","ID","PT. TELKOM INDONESIA","284","N/A","80","socks4","4688","1","2023-10-10T02:38:10.947Z","80","3432","4303"
"91.192.24.97","elite","AS200100","IT","T&T Tecnologie e Telecomunicazioni Srl","196","MT Mechanical Trading S.R.L","4153","socks4","2200","1","2023-10-10T02:38:10.948Z","87","3608","4161"
"118.174.52.122","elite","AS23969","TH","TOT Public Company Limited","186","TOT Public Company Limited","5678","socks4","5090","1","2023-10-10T02:38:08.640Z","50","2168","4351"
"103.229.85.22","elite","AS133443","BD","Ashfakur Rahman Chowdhury t/a Comilla Online","175","N/A","4145","socks4","149","1","2023-10-10T02:38:08.639Z","99","4269","4330"
"106.75.154.243","elite","AS136958","CN","UCLOUD","223","Shanghai UCloud Information Technology Company Limited","999","socks4","5001","1","2023-10-10T02:38:08.637Z","73","3056","4158"
"103.47.93.199","elite","AS134058","IN","Broban Internet Services Pvt.ltd","170","Broban  PVT Ltd.","13405","socks5","4191","1","2023-10-10T02:38:08.636Z","99","4291","4323"
"138.97.0.66","elite","AS262346","BR","FP Telecomunicacoes Ltda","211","FP Telecomunicacoes Ltda","4145","socks4","4601","1","2023-10-10T02:38:08.634Z","80","3413","4249"
"54.38.72.186","elite","AS16276","GB","OVH SAS","15","OVH Ltd","16838","socks4","4195","1","2023-10-10T02:38:08.740Z","96","4085","4260"
"104.16.108.42","elite","AS13335","CA","Cloudflare, Inc.","78","Cloudflare, Inc.","80","socks4","4593","1","2023-10-10T02:38:08.635Z","100","4238","4239"
"149.20.253.40","elite","AS18615","US","Mainstream Fiber Networks, LLC","183","Mainstream Fiber Networks, LLC","12551","socks4","4601","1","2023-10-10T02:38:05.949Z","100","4172","4182"
"154.70.151.73","elite","AS327716","BW","Microteck Enterprises (Pty) Ltd.","197","microteck 4G","5678","socks4","129","82","2023-10-10T02:38:05.849Z","97","4062","4193"
"143.244.184.250","elite","AS14061","US","DigitalOcean, LLC","199","DigitalOcean, LLC","37237","socks4","4913","1","2023-10-10T02:38:05.933Z","100","4285","4287"
"105.213.131.162","elite","AS16637","ZA","MTN SA","187","MTN SA","5678","socks4","5095","1","2023-10-10T02:38:05.850Z","36","1544","4233"
"68.183.25.78","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","23017","socks5","5108","1","2023-10-10T02:38:05.844Z","100","4221","4231"
"203.30.190.30","elite","AS209242","BZ","Cloudflare London, LLC","14","Umpire Associates LTD","80","socks4","4894","1","2023-10-10T02:38:05.847Z","100","4204","4204"
"201.20.80.113","elite","AS28598","BR","MOB SERVICOS DE TELECOMUNICACOES S.A.","1087","MOB SERVICOS DE TELECOMUNICACOES S.A","666","socks4","3585","1","2023-10-10T02:38:05.848Z","100","4225","4227"
"110.74.208.153","elite","AS38901","KH","EZECOM limited","203","EZECOM limited","21776","socks4","4592","1","2023-10-10T02:38:05.848Z","87","3681","4216"
"195.93.200.140","elite","AS44335","DE","nocyo GmbH","15","nocyo GmbH","80","socks4","4902","1","2023-10-10T02:38:03.134Z","83","3428","4147"
"203.30.189.85","elite","AS209242","BZ","Cloudflare London, LLC","11","Umpire Associates LTD","80","socks4","4808","1","2023-10-10T02:38:02.836Z","100","4329","4329"
"43.134.230.122","elite","AS132203","SG","Aceville Pte.ltd","388","N/A","443","socks4","4799","1","2023-10-10T02:38:01.034Z","87","3742","4296"
"38.127.173.141","elite","AS174","US","Cogent Communications","93","Torlandia Trading SRL","46656","socks5","5294","1","2023-10-10T02:38:01.037Z","100","4268","4274"
"171.5.12.194","elite","AS45629","TH","Triple T Broadband Public Company Limited","214","Triple T Broadband Public Company Limited","4145","socks4","4606","1","2023-10-10T02:38:00.536Z","100","4172","4177"
"172.104.154.229","elite","AS63949","DE","Akamai Technologies","79","Linode","1082","socks5","4792","1","2023-10-10T02:38:00.953Z","100","4266","4266"
"81.90.180.139","elite","AS50340","RU","OOO \"Network of data-centers \"Selectel\"","94","HostiMan.ru","22989","socks4","4606","1","2023-10-10T02:38:00.955Z","93","3952","4228"
"200.199.195.138","elite","AS8167","BR","V tal","257","Brasil Telecom Comunicacao Multimidia S.A","4145","socks4","4101","1","2023-10-10T02:37:58.735Z","29","1224","4265"
"185.169.181.10","elite","AS34984","TR","Ates Dc","59","Ibrahim MALA trading as Ates Dc","4145","socks4","4607","1","2023-10-10T02:37:56.936Z","100","4293","4296"
"103.86.1.255","elite","AS136371","IN","Airwir Technologies Private Limited","127","Airwir Technologies Private Limited","4145","socks4","4303","1","2023-10-10T02:37:56.742Z","100","4246","4249"
"178.132.168.77","elite","AS8926","MD","JSC \"Moldtelecom\" S.A","48","JSC Moldtelecom S.A.","5678","socks4","4597","82","2023-10-10T02:37:56.836Z","90","3882","4299"
"218.91.158.230","elite","AS4134","CN","Chinanet","214","N/A","7302","socks5","4603","1","2023-10-10T02:37:56.745Z","85","3590","4245"
"194.48.151.217","elite","AS204396","ES","OLVERA CA.T.V., S. COOP. AND.","97","OLVERA CA.T.V., S. COOP","5678","socks4","4806","1","2023-10-10T02:37:56.935Z","71","3042","4305"
"123.59.100.246","elite","AS23724","CN","CloudVsp.Inc","180","N/A","1080","socks4","2018","1","2023-10-10T02:37:54.443Z","80","3444","4286"
"149.28.13.113","elite","AS20473","US","The Constant Company","195","Vultr Holdings, LLC","10786","socks4","3896","1","2023-10-10T02:37:54.534Z","54","2231","4128"
"23.228.98.157","elite","AS46573","US","LayerHost","190","LayerHost","80","socks5","5000","1","2023-10-10T02:37:54.441Z","60","2559","4277"
"64.90.54.17","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","63770","socks5","5005","1","2023-10-10T02:37:51.934Z","100","4255","4259"
"212.89.173.101","elite","AS49864","AT","ECSNET","44","N/A","5678","socks4","4806","1","2023-10-10T02:37:51.948Z","100","4164","4170"
"118.99.103.114","elite","AS17451","ID","Biznet Metronet","185","N/A","32491","socks4","4998","1","2023-10-10T02:37:51.933Z","86","3709","4298"
"27.123.3.138","elite","AS45706","ID","PT Tele Globe Global","292","N/A","4145","socks4","5090","1","2023-10-10T02:37:49.047Z","99","4275","4320"
"194.225.227.130","elite","AS41620","IR","Iran University of Science & technology","117","University of Science & Technology","3128","socks4","5004","1","2023-10-10T02:37:49.046Z","85","3684","4333"
"104.255.170.66","elite","AS397373","US","H4Y Technologies LLC","188","N/A","50109","socks5","411","1","2023-10-10T02:37:49.134Z","100","4274","4278"
"45.233.1.1","elite","AS267303","BR","Centro Oeste Provedor","214","Centro Oeste Provedor","4153","socks4","4590","1","2023-10-10T02:37:49.049Z","100","4325","4343"
"159.69.106.105","elite","AS24940","DE","Hetzner Online GmbH","15","Hetzner","16787","socks5","4998","1","2023-10-10T02:37:49.147Z","100","4220","4232"
"202.107.74.24","elite","AS4837","CN","CNC Group CHINA169 Liaoning Province Network","187","N/A","7312","socks5","4992","1","2023-10-10T02:37:49.050Z","82","3520","4317"
"106.75.171.132","elite","AS136958","CN","UCLOUD","224","Shanghai UCloud Information Technology Company Limited","3000","socks5","4900","1","2023-10-10T02:37:49.045Z","80","3440","4317"
"94.198.211.217","elite","AS49979","IT","La Wireless","47","N/A","5678","socks4","4890","1","2023-10-10T02:37:45.940Z","100","4301","4310"
"186.46.198.218","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","193","Corporacion Nacional De Telecomunicaciones - CNT EP","5678","socks4","1287","82","2023-10-10T02:37:45.942Z","24","1017","4295"
"194.181.82.37","elite","AS8308","PL","NASK","81","N/A","7497","socks5","1613","1","2023-10-10T02:37:45.943Z","100","4256","4261"
"43.241.64.110","elite","AS134033","IN","Mithril Telecommunications Private Limited","198","Mithril Telecommunications Pvt. Ltd.","5678","socks4","106","1","2023-10-10T02:37:45.947Z","54","2356","4346"
"71.163.238.129","elite","AS701","US","Verizon Business","82","Verizon Business","1236","socks4","4898","1","2023-10-10T02:37:45.941Z","100","4183","4188"
"103.47.253.58","elite","AS133918","MY","Suria Data Centre Sdn. Bhd.","251","Suria Data Centre Sdn. Bhd","50550","socks5","4293","1","2023-10-10T02:37:45.939Z","100","4317","4323"
"178.249.218.34","elite","AS44219","IT","ICCOM s.r.l.","83","N/A","5678","socks4","3601","1","2023-10-10T02:37:45.944Z","94","4001","4251"
"93.43.193.230","elite","AS12874","IT","Fastweb SpA","100","Fastweb Internet NGA","8080","socks4","5094","1","2023-10-10T02:37:43.347Z","79","3438","4327"
"188.25.121.203","elite","AS8708","RO","RCS & RDS","38","RCS & RDS Residential","8081","socks4","5097","1","2023-10-10T02:37:43.346Z","85","3638","4283"
"139.59.66.145","elite","AS14061","IN","DigitalOcean, LLC","129","DigitalOcean, LLC","41458","socks5","3907","1","2023-10-10T02:37:43.346Z","100","4246","4253"
"43.153.64.134","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","178","Tencent Cloud Computing","443","socks4","4714","1","2023-10-10T02:37:43.343Z","81","3460","4294"
"80.30.105.12","elite","AS3352","ES","TDENET (Red de servicios IP)","83","N/A","58888","socks4","5094","1","2023-10-10T02:37:43.345Z","100","4186","4197"
"77.48.23.181","elite","AS16019","CZ","Vodafone Czech Republic","95","PLnet s.r.o.","38817","socks4","4491","1","2023-10-10T02:37:41.045Z","99","4171","4195"
"139.159.138.30","elite","AS55990","CN","Huawei Cloud Service data center","287","Huawei Cloud Service","7890","socks5","5003","1","2023-10-10T02:37:40.435Z","81","3462","4273"
"195.201.19.84","elite","AS24940","DE","Hetzner Online GmbH","20","Hetzner","443","socks4","5006","1","2023-10-10T02:37:40.436Z","99","4159","4182"
"185.202.7.180","elite","AS42871","AT","Michael Gamsjaeger Network","88","N/A","4153","socks4","5001","1","2023-10-10T02:37:38.139Z","59","2503","4212"
"43.153.73.157","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","183","Tencent Cloud Computing","443","socks5","5006","80","2023-10-10T02:37:37.942Z","74","3202","4309"
"94.139.169.250","elite","AS206065","IR","Farabord Dadeh Haye Iranian Co.","147","WiMAX","5678","socks4","4908","3","2023-10-10T02:37:37.943Z","98","4110","4179"
"134.209.111.155","elite","AS14061","SG","DigitalOcean, LLC","166","DigitalOcean, LLC","7497","socks5","3095","1","2023-10-10T02:37:37.939Z","100","4340","4345"
"125.46.179.58","elite","AS4837","CN","CNC Group CHINA169 Henan Province Network","208","N/A","44844","socks5","4993","1","2023-10-10T02:37:37.941Z","53","2254","4257"
"104.25.194.175","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","5014","1","2023-10-10T02:37:35.646Z","100","4181","4182"
"46.227.38.1","elite","AS51155","PL","TB Telecom Sp. z o. o.","96","Telemedian","1088","socks4","4790","1","2023-10-10T02:37:35.745Z","100","4325","4337"
"134.209.239.109","elite","AS14061","DE","DigitalOcean, LLC","17","DigitalOcean, LLC","80","socks4","5102","1","2023-10-10T02:37:35.746Z","95","4092","4296"
"103.70.159.152","elite","AS133720","IN","speednet","109","N/A","5678","socks4","4794","1","2023-10-10T02:37:35.645Z","99","4265","4305"
"14.207.201.149","elite","AS45629","TH","Triple T Broadband Public Company Limited","282","Triple T Broadband Public Company Limited","8080","socks4","5098","82","2023-10-10T02:37:35.649Z","99","4247","4284"
"142.93.250.71","elite","AS14061","US","DigitalOcean, LLC","93","DigitalOcean, LLC","7497","socks5","3801","1","2023-10-10T02:37:35.650Z","76","3219","4254"
"156.34.105.58","elite","AS855","CA","Bell Canada","181","Bell Aliant / FibreOp","5678","socks4","5017","1","2023-10-10T02:37:35.642Z","61","2549","4203"
"84.22.61.69","elite","AS33983","XK","Artmotion Sh.P.K.","37","Artmotion","1080","socks4","4103","82","2023-10-10T02:37:35.747Z","30","1282","4339"
"43.128.62.125","elite","AS132203","HK","Aceville Pte.ltd","245","N/A","23642","socks5","4908","1","2023-10-10T02:37:35.648Z","96","4177","4352"
"122.143.91.66","elite","AS4837","CN","CNC Group CHINA169 Jilin Province Network","276","N/A","38801","socks4","4601","90","2023-10-10T02:37:35.643Z","56","2392","4275"
"103.47.93.243","elite","AS134058","IN","Broban Internet Services Pvt.ltd","186","Broban  PVT Ltd.","1080","socks4","5102","1","2023-10-10T02:37:33.239Z","99","4293","4320"
"168.205.217.13","elite","AS264869","BR","SPEED MAX TELECOMUNICAÇÕES LTDA ME","233","SPEED MAX TELECOMUNICAÇÕES LTDA ME","4145","socks4","3882","1","2023-10-10T02:37:33.241Z","77","3263","4227"
"38.127.179.121","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks5","605","1","2023-10-10T02:37:33.342Z","100","4208","4218"
"47.114.81.218","elite","AS37963","CN","Addresses CNNIC","205","Aliyun Computing Co., LTD","8060","socks4","4202","1","2023-10-10T02:37:33.243Z","84","3509","4174"
"101.51.105.157","elite","AS23969","TH","TOT Public Company Limited","157","TOT Public Company Limited","4145","socks4","4908","1","2023-10-10T02:37:30.548Z","47","2015","4269"
"103.47.93.211","elite","AS134058","IN","Broban Internet Services Pvt.ltd","180","Broban  PVT Ltd.","1080","socks4","4804","1","2023-10-10T02:37:30.547Z","99","4220","4253"
"103.66.233.153","elite","AS134014","IN","NET 4 U SERVICES","200","N/A","4145","socks4","4805","1","2023-10-10T02:37:30.545Z","99","4198","4223"
"103.52.211.118","elite","AS134177","IN","Rural Broadband Pvt. Ltd","188","Rural Broadband Private Limited","80","socks4","694","82","2023-10-10T02:37:27.948Z","99","4287","4339"
"142.4.207.10","elite","AS16276","FR","OVH SAS","99","OVH Hosting, Inc","48012","socks4","5100","1","2023-10-10T02:37:27.947Z","53","2249","4267"
"46.28.72.70","elite","AS44285","IR","Sefroyek Pardaz Engineering Co. LTD","118","Sefroyek Pardaz Engineering Company","4153","socks4","4701","1","2023-10-10T02:37:27.945Z","98","4159","4262"
"203.30.190.93","elite","AS209242","BZ","Cloudflare London, LLC","86","Umpire Associates LTD","80","socks4","4609","1","2023-10-10T02:37:27.950Z","100","4313","4314"
"104.20.75.31","elite","AS13335","US","Cloudflare, Inc.","82","Cloudflare, Inc.","80","socks4","5108","1","2023-10-10T02:37:27.946Z","100","4299","4299"
"43.157.53.134","elite","AS132203","DE","Shenzhen Tencent Computer Systems Company Limited","96","Tencent Cloud Computing","443","socks4","4703","1","2023-10-10T02:37:25.240Z","83","3529","4276"
"103.119.229.130","elite","AS64315","ID","PT MITRA VISIONER PRATAMA","192","PT MITRA VISIONER SOLUSINDO","80","socks4","4997","1","2023-10-10T02:37:25.235Z","96","4130","4297"
"190.43.92.140","elite","AS6147","PE","Telefonica Del Peru","197","PE-TDPERX11-LACNIC","999","socks4","4517","1","2023-10-10T02:37:25.236Z","93","3889","4191"
"62.82.107.247","elite","AS6739","ES","Ono","97","Calle Las Almas 8 Vinaroz Castellon -- Castellon","5678","socks4","3404","1","2023-10-10T02:37:25.333Z","100","4266","4282"
"88.135.43.24","elite","AS57391","IR","Laser Company Ltd","193","Laser Company Ltd","5678","socks4","5000","1","2023-10-10T02:37:25.144Z","83","3576","4294"
"78.38.16.172","elite","AS58224","IR","orume university","109","Orume University","5678","socks4","4894","1","2023-10-10T02:37:22.638Z","90","3820","4233"
"190.121.21.211","elite","AS14117","CL","Telefonica del Sur S.A.","287","Telefonica del Sur S.A","51963","socks4","4404","1","2023-10-10T02:37:22.548Z","99","4294","4331"
"202.124.43.250","elite","AS9902","KH","NeocomISP Limited","193","NeocomISP Limited","4145","socks4","5004","1","2023-10-10T02:37:19.946Z","99","4241","4264"
"104.16.106.154","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4806","1","2023-10-10T02:37:19.945Z","100","4272","4273"
"143.202.226.205","elite","AS262346","BR","FP Telecomunicacoes Ltda","292","FP Telecomunicacoes Ltda","4145","socks4","4714","1","2023-10-10T02:37:19.943Z","75","3251","4326"
"5.9.151.189","elite","AS24940","DE","Hetzner Online GmbH","26","Hetzner","30000","socks4","4603","1","2023-10-10T02:37:19.947Z","80","3356","4212"
"172.67.200.220","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5192","1","2023-10-10T02:37:19.948Z","100","4225","4226"
"185.25.119.57","elite","AS200000","UA","Hosting Ukraine LTD","96","new Hosting","7497","socks5","4908","2","2023-10-10T02:37:17.437Z","100","4230","4233"
"144.76.163.25","elite","AS24940","DE","Hetzner Online GmbH","23","Hetzner","21364","socks5","4598","1","2023-10-10T02:37:17.347Z","100","4261","4263"
"108.61.149.186","elite","AS20473","US","The Constant Company","85","Vultr Holdings, LLC","10040","socks4","3801","1","2023-10-10T02:37:17.438Z","75","3174","4204"
"177.52.26.234","elite","AS262282","BR","Maria Luciana Machado E CIA Ltda-me","244","Maria Luciana Machado E CIA Ltda-me","4145","socks4","145","1","2023-10-10T02:37:17.346Z","97","4166","4295"
"109.238.189.104","elite","AS48944","IR","khalijfarsonline","112","N/A","4145","socks4","5104","1","2023-10-10T02:37:17.435Z","92","3910","4259"
"124.227.14.147","elite","AS4134","CN","Chinanet","228","Chinanet GX","7302","socks5","4792","1","2023-10-10T02:37:17.436Z","82","3531","4304"
"119.18.152.138","elite","AS55685","ID","PT. Jala Lintas Media","188","N/A","4145","socks4","5090","1","2023-10-10T02:37:15.146Z","99","4253","4276"
"45.77.222.98","elite","AS20473","US","The Constant Company","98","Vultr Holdings, LLC","10312","socks5","4997","1","2023-10-10T02:37:15.243Z","74","3130","4227"
"177.200.82.190","elite","AS28368","BR","Sobralnet Servicos E Telecomunicacoes Ltda - ME","175","Sobralnet Servicos E Telecomunicacoes Ltda - ME","5678","socks4","5104","1","2023-10-10T02:37:15.146Z","97","4083","4229"
"119.148.16.93","elite","AS23923","BD","Agni Systems Ltd. SUB","191","Agni Systems Limited","1088","socks4","2896","1","2023-10-10T02:37:15.142Z","99","4191","4231"
"43.130.199.254","elite","AS132203","CA","Shenzhen Tencent Computer Systems Company Limited","94","Tencent Cloud Computing","443","socks4","4909","1","2023-10-10T02:37:15.143Z","40","1703","4259"
"178.128.221.243","elite","AS14061","SG","DigitalOcean, LLC","198","Digitalocean","26323","socks5","4985","1","2023-10-10T02:37:15.144Z","99","4262","4288"
"180.210.222.153","elite","N/A","US","Ipxo LLC","14","Ipxo","1080","socks4","3604","1","2023-10-10T02:37:12.037Z","60","2580","4305"
"45.126.21.75","elite","AS132540","IN","Airnat IT Solutions PVT LTD","200","Airnat IT Solutions PVT LTD","5678","socks4","4390","1","2023-10-10T02:37:11.836Z","99","4161","4212"
"177.222.44.202","elite","AS27882","BO","Telefónica Celular de Bolivia S.A.","203","Telefónica Celular de Bolivia S.A","4153","socks4","2792","1","2023-10-10T02:37:11.838Z","100","4327","4329"
"197.234.13.12","elite","AS36902","SC","Intelvision","165","Intelvision Ltd","4145","socks4","4888","1","2023-10-10T02:37:11.839Z","100","4199","4213"
"97.74.6.168","elite","AS26496","US","GoDaddy.com, LLC","139","GoDaddy.com, LLC","30961","socks4","4507","1","2023-10-10T02:37:11.835Z","99","4151","4187"
"68.183.7.47","elite","AS14061","NL","DigitalOcean, LLC","88","DigitalOcean, LLC","7497","socks5","5003","1","2023-10-10T02:37:08.744Z","100","4228","4231"
"5.9.149.69","elite","AS24940","DE","Hetzner Online GmbH","82","Hetzner","30000","socks4","4996","1","2023-10-10T02:37:08.743Z","100","4162","4162"
"187.44.146.2","elite","AS28186","BR","ITS TELECOMUNICACOES LTDA","181","ITS TELECOMUNICACOES LTDA","32139","socks4","5095","1","2023-10-10T02:37:08.640Z","78","3388","4320"
"45.70.30.196","elite","AS267574","BR","Eltecweb Provedor De Internet Ltda","288","Eltecweb Provedor De Internet Ltda","5566","socks4","4813","1","2023-10-10T02:37:08.643Z","99","4257","4279"
"216.107.129.135","elite","AS61317","US","Colocation America Corporation","93","Ipxo LLC","10180","socks5","4995","1","2023-10-10T02:37:08.649Z","100","4240","4245"
"103.136.127.140","elite","AS48024","SG","Nerocloud LTD","154","Internet Keeper Global (Singapore) Pte Ltd","40000","socks5","5199","1","2023-10-10T02:37:08.648Z","83","3578","4307"
"1.10.133.77","elite","AS23969","TH","TOT Public Company Limited","188","Shared Dynamic IP Address for Residential Broadband Services","4145","socks4","4712","1","2023-10-10T02:37:06.138Z","48","2022","4198"
"134.236.118.74","elite","AS131090","TH","CAT-BB","207","N/A","4145","socks4","4896","1","2023-10-10T02:37:06.137Z","44","1916","4320"
